製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,
計測時ID ,11,,,
計測開始時刻 ,00/00/00 00:08 ,,,
サンプリング周波数 ,1000,,,
シーケンス数 ,20000,,,
PGAゲイン ,x6 ,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,
コメント , ,,,
ファイル保存形式, 演算データ,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
9361,0.1873,-0.4691,-0.0578,-0.6105
9362,0.0962,-0.4948,-0.0707,-0.6362
9363,0.0075,-0.5077,-0.0578,-0.6105
9364,-0.0925,-0.4948,-0.0578,-0.6362
9365,-0.1131,-0.5334,-0.0578,-0.6362
9366,-0.1348,-0.5334,-0.0578,-0.6876
9367,-0.1335,-0.5462,-0.0578,-0.6876
9368,-0.1302,-0.5591,-0.0578,-0.7133
9369,-0.1546,-0.5591,-0.045,-0.7133
9370,-0.2643,-0.5462,-0.045,-0.7519
9371,-0.4101,-0.5848,-0.045,-0.739
9372,-0.6152,-0.6105,-0.0321,-0.7647
9373,-0.5783,-0.6105,-0.0321,-0.7776
9374,-0.3744,-0.6234,-0.0064,-0.7776
9375,0.0829,-0.6362,-0.0064,-0.7904
9376,0.5594,-0.6362,-0.0064,-0.8033
9377,0.7875,-0.6491,-0.0064,-0.8161
9378,0.7507,-0.6491,-0.0193,-0.829
9379,0.6714,-0.6619,-0.0064,-0.8033
9380,0.3206,-0.6619,-0.0064,-0.8033
9381,0.0156,-0.6748,-0.0064,-0.8161
9382,-0.1944,-0.6876,0.0064,-0.8161
9383,-0.3883,-0.7005,-0.0064,-0.8161
9384,-0.5817,-0.6876,0.0193,-0.7776
9385,-0.7922,-0.6876,0.0321,-0.7776
9386,-0.8219,-0.6748,0.0321,-0.7776
9387,-0.8177,-0.7005,0.0193,-0.7776
9388,-0.5969,-0.6876,0.0321,-0.7776
9389,-0.1631,-0.7005,0.045,-0.7776
9390,0.4305,-0.6876,0.0321,-0.7776
9391,0.6891,-0.6748,0.0578,-0.7647
9392,0.7701,-0.6748,0.045,-0.7647
9393,0.6487,-0.6619,0.045,-0.7776
9394,0.298,-0.6491,0.045,-0.7647
9395,0.0864,-0.6619,0.045,-0.7647
9396,0.071,-0.6491,0.045,-0.7776
9397,0.1502,-0.6362,0.0578,-0.7519
9398,0.2101,-0.6491,0.045,-0.7904
9399,0.2383,-0.6362,0.045,-0.739
9400,0.0153,-0.6362,0.0321,-0.739
9401,-0.2811,-0.5976,0.045,-0.7262
9402,-0.4288,-0.5976,0.0193,-0.7133
9403,-0.2089,-0.5976,0.0193,-0.7005
9404,0.1145,-0.5976,0.0193,-0.7005
9405,0.4702,-0.5848,0.0193,-0.6876
9406,0.6748,-0.5719,0.0193,-0.6876
9407,0.6623,-0.5719,0.0193,-0.6748
9408,0.3918,-0.5462,0.0193,-0.7005
9409,-0.0773,-0.5462,0.0064,-0.7005
9410,-0.4979,-0.5334,0.0064,-0.6876
9411,-0.8274,-0.5334,0.0064,-0.7005
9412,-0.8454,-0.5077,0.0193,-0.7262
9413,-0.618,-0.5205,0.0064,-0.7133
9414,-0.3397,-0.5077,0.0193,-0.7262
9415,-0.0167,-0.5077,0.0321,-0.7647
9416,0.2806,-0.4948,0.0321,-0.7647
9417,0.4232,-0.482,0.0193,-0.7647
9418,0.4368,-0.482,0.0321,-0.7904
9419,0.4239,-0.482,0.045,-0.8033
9420,0.2883,-0.482,0.045,-0.8161
9421,0.022,-0.4691,0.0578,-0.8033
9422,-0.1005,-0.4563,0.0707,-0.8161
9423,-0.1064,-0.4434,0.0578,-0.8418
9424,-0.1225,-0.4434,0.0578,-0.8547
9425,-0.0686,-0.4563,0.0707,-0.8547
9426,0.0104,-0.4434,0.0707,-0.8804
9427,-0.1534,-0.4563,0.0964,-0.8418
9428,-0.1772,-0.4563,0.1092,-0.8804
9429,-0.1068,-0.4563,0.0964,-0.8933
9430,-0.003,-0.4691,0.0964,-0.8933
9431,0.1398,-0.4691,0.0964,-0.8933
9432,0.3458,-0.4563,0.1092,-0.8676
9433,0.1779,-0.4434,0.1092,-0.8933
9434,-0.1683,-0.4563,0.1221,-0.8804
9435,-0.4656,-0.4563,0.1221,-0.8933
9436,-0.6744,-0.4691,0.1221,-0.8933
9437,-0.555,-0.4691,0.135,-0.9061
9438,-0.396,-0.4691,0.135,-0.8804
9439,-0.1683,-0.482,0.1478,-0.8804
9440,0.212,-0.4691,0.135,-0.9061
9441,0.4725,-0.482,0.135,-0.9061
9442,0.3438,-0.482,0.1478,-0.8933
9443,0.3477,-0.4948,0.1478,-0.8676
9444,0.3282,-0.4948,0.1478,-0.9061
9445,0.1309,-0.5077,0.1607,-0.8676
9446,0.01,-0.5077,0.1478,-0.8933
9447,0.0101,-0.5077,0.1607,-0.8804
9448,-0.0662,-0.4948,0.1478,-0.8676
9449,-0.1259,-0.5205,0.1607,-0.8676
9450,-0.0752,-0.5077,0.1607,-0.8418
9451,-0.0312,-0.5205,0.1735,-0.829
9452,-0.1398,-0.5077,0.1735,-0.8161
9453,-0.1583,-0.5205,0.1735,-0.8418
9454,-0.1471,-0.5334,0.1864,-0.8161
9455,-0.0567,-0.5334,0.1735,-0.8161
9456,0.1121,-0.5462,0.1607,-0.8033
9457,0.3083,-0.5462,0.1607,-0.7647
9458,0.3945,-0.5719,0.1607,-0.7776
9459,0.2249,-0.5719,0.1735,-0.7647
9460,0.0814,-0.5719,0.1607,-0.7776
9461,-0.0831,-0.5719,0.1735,-0.7776
9462,-0.2205,-0.5848,0.1607,-0.7647
9463,-0.4316,-0.5976,0.1478,-0.7647
9464,-0.5353,-0.5976,0.1607,-0.7647
9465,-0.6154,-0.6234,0.1735,-0.7647
9466,-0.7247,-0.6234,0.1735,-0.8033
9467,-0.8215,-0.6362,0.1992,-0.8033
9468,-0.8508,-0.6491,0.1992,-0.8161
9469,-0.6996,-0.6619,0.2249,-0.829
9470,-0.5542,-0.6748,0.2249,-0.8547
9471,0.0756,-0.6876,0.2249,-0.8676
9472,0.6914,-0.7133,0.2378,-0.8804
9473,1.3348,-0.739,0.2378,-0.8804
9474,1.5939,-0.739,0.2506,-0.8676
9475,1.3833,-0.7776,0.2506,-0.8676
9476,0.942,-0.7904,0.2506,-0.8804
9477,0.461,-0.7904,0.2763,-0.8676
9478,0.1196,-0.7904,0.2635,-0.8804
9479,-0.0622,-0.8033,0.2506,-0.8933
9480,-0.2094,-0.8161,0.2506,-0.9061
9481,-0.2446,-0.829,0.2506,-0.919
9482,-0.2103,-0.8418,0.2635,-0.8933
9483,-0.2034,-0.8547,0.2763,-0.9061
9484,-0.3624,-0.8676,0.2763,-0.9318
9485,-0.7223,-0.8676,0.2763,-0.9447
9486,-0.9023,-0.8804,0.2763,-0.9575
9487,-0.9267,-0.8933,0.2763,-0.9832
9488,-0.6495,-0.9061,0.2892,-0.9575
9489,0.0005,-0.919,0.2892,-0.9575
9490,0.6115,-0.919,0.2892,-0.9832
9491,0.7908,-0.9061,0.2892,-0.9961
9492,0.878,-0.9318,0.2892,-0.9832
9493,0.721,-0.8933,0.2892,-0.9832
9494,0.3397,-0.9318,0.2892,-0.9832
9495,-0.0302,-0.919,0.2635,-0.9704
9496,-0.3176,-0.9447,0.2892,-0.9704
9497,-0.4668,-0.9447,0.2892,-0.9575
9498,-0.5491,-0.9575,0.2763,-0.9318
9499,-0.7642,-0.9447,0.2763,-0.919
9500,-0.7891,-0.9447,0.2635,-0.9061
9501,-0.5977,-0.9447,0.2506,-0.9318
9502,-0.4152,-0.919,0.2635,-0.919
9503,-0.1446,-0.9318,0.2506,-0.9061
9504,0.3172,-0.9318,0.2506,-0.8933
9505,0.6108,-0.919,0.2378,-0.9061
9506,0.7253,-0.919,0.2378,-0.8933
9507,0.87,-0.9061,0.2378,-0.9061
9508,0.8003,-0.9061,0.2249,-0.919
9509,0.5534,-0.8933,0.2121,-0.8933
9510,0.2949,-0.8933,0.2121,-0.8933
9511,0.1203,-0.8933,0.2249,-0.8676
9512,0.0462,-0.8933,0.2121,-0.8804
9513,-0.0098,-0.8676,0.2249,-0.8676
9514,-0.0701,-0.8676,0.2249,-0.8676
9515,-0.1053,-0.829,0.2249,-0.8933
9516,-0.1258,-0.829,0.2121,-0.8804
9517,-0.1867,-0.8161,0.2121,-0.9061
9518,-0.3441,-0.7904,0.1992,-0.9318
9519,-0.3361,-0.7904,0.1992,-0.9061
9520,-0.3965,-0.7904,0.2121,-0.919
9521,-0.3519,-0.7904,0.2121,-0.8804
9522,-0.2312,-0.7904,0.2249,-0.9061
9523,-0.0029,-0.7776,0.2121,-0.8933
9524,0.0628,-0.7647,0.2121,-0.9061
9525,0.1222,-0.7519,0.1992,-0.9061
9526,0.1053,-0.739,0.1992,-0.919
9527,0.0347,-0.7133,0.2121,-0.919
9528,-0.1353,-0.7133,0.2121,-0.9061
9529,-0.33,-0.7133,0.2249,-0.8804
9530,-0.3346,-0.7005,0.2121,-0.8933
9531,-0.2877,-0.6876,0.2121,-0.9061
9532,-0.3275,-0.6876,0.2249,-0.8933
9533,-0.1717,-0.6234,0.2121,-0.9061
9534,0.0501,-0.6619,0.2121,-0.919
9535,0.1075,-0.6619,0.1864,-0.9061
9536,-0.0412,-0.6362,0.1992,-0.919
9537,-0.2121,-0.6234,0.2121,-0.9061
9538,-0.1222,-0.6105,0.1992,-0.919
9539,0.0935,-0.6105,0.1992,-0.9061
9540,0.2711,-0.6234,0.1735,-0.9061
9541,0.4524,-0.5976,0.1864,-0.9061
9542,0.7655,-0.5591,0.1992,-0.919
9543,0.7486,-0.5719,0.1864,-0.8676
9544,0.5112,-0.5719,0.1735,-0.8676
9545,0.3544,-0.5591,0.1864,-0.8547
9546,0.2254,-0.5591,0.1864,-0.8547
9547,0.1233,-0.5462,0.1864,-0.829
9548,0.0153,-0.5205,0.1735,-0.8547
9549,-0.1369,-0.5334,0.1607,-0.829
9550,-0.2249,-0.5205,0.1735,-0.829
9551,-0.2533,-0.5205,0.1735,-0.8418
9552,-0.4004,-0.5462,0.1735,-0.8033
9553,-0.673,-0.5205,0.1735,-0.8161
9554,-1.1064,-0.5334,0.1864,-0.8418
9555,-1.2871,-0.5205,0.1864,-0.8418
9556,-0.9801,-0.5205,0.1735,-0.8418
9557,-0.2312,-0.5205,0.1864,-0.8418
9558,0.645,-0.5334,0.1864,-0.8676
9559,1.0505,-0.5334,0.1864,-0.829
9560,1.1882,-0.5334,0.1992,-0.8547
9561,0.9476,-0.5462,0.1864,-0.8418
9562,0.5707,-0.5462,0.1864,-0.8418
9563,0.3104,-0.5205,0.1864,-0.829
9564,0.075,-0.5462,0.1607,-0.9061
9565,0.0182,-0.5591,0.1735,-0.8547
9566,-0.0204,-0.5719,0.1735,-0.8804
9567,-0.0119,-0.5848,0.1735,-0.8804
9568,-0.0419,-0.5976,0.1607,-0.8933
9569,-0.1246,-0.5976,0.1735,-0.9061
9570,-0.2451,-0.6234,0.1735,-0.8933
9571,-0.3481,-0.6362,0.1735,-0.8933
9572,-0.5296,-0.6362,0.1735,-0.9061
9573,-0.9825,-0.6491,0.1735,-0.9318
9574,-1.5128,-0.6491,0.1735,-0.919
9575,-1.7838,-0.6491,0.1992,-0.919
9576,-0.8813,-0.6619,0.1992,-0.9318
9577,0.0325,-0.6362,0.1864,-0.9575
9578,0.905,-0.6234,0.1992,-0.9318
9579,1.6877,-0.6619,0.1864,-0.9318
9580,1.6566,-0.6748,0.1992,-0.919
9581,0.9413,-0.6748,0.1992,-0.9575
9582,0.5004,-0.6876,0.2121,-0.919
9583,0.2756,-0.6748,0.1992,-0.919
9584,0.1649,-0.6748,0.1992,-0.9318
9585,0.2088,-0.6748,0.2121,-0.9061
9586,0.1745,-0.6619,0.1992,-0.9061
9587,0.0883,-0.6619,0.1992,-0.9061
9588,-0.0155,-0.6748,0.1992,-0.8933
9589,-0.0869,-0.6748,0.1992,-0.8804
9590,-0.1284,-0.6619,0.2249,-0.8933
9591,-0.1323,-0.6619,0.2249,-0.8676
9592,-0.1354,-0.6619,0.2378,-0.8933
9593,-0.154,-0.6619,0.2249,-0.8676
9594,-0.1814,-0.6491,0.2249,-0.8547
9595,-0.2136,-0.6748,0.2121,-0.8418
9596,-0.2616,-0.6748,0.2249,-0.829
9597,-0.2724,-0.6491,0.2249,-0.8161
9598,-0.2778,-0.6619,0.2378,-0.8033
9599,-0.2961,-0.6748,0.2378,-0.8033
9600,-0.2643,-0.6619,0.2506,-0.8161
9601,-0.1482,-0.6619,0.2635,-0.7904
9602,-0.0636,-0.6491,0.2635,-0.7904
9603,-0.1096,-0.6362,0.2378,-0.7776
9604,-0.131,-0.6362,0.2506,-0.7519
9605,-0.028,-0.5719,0.2121,-0.7519
9606,-0.0046,-0.5591,0.2378,-0.7005
9607,-0.0371,-0.482,0.2506,-0.7005
9608,0.1832,-0.6105,0.2763,-0.6748
9609,0.2815,-0.6876,0.3149,-0.6876
9610,0.2572,-0.6876,0.302,-0.7262
9611,0.3112,-0.6491,0.2378,-0.7519
9612,0.3538,-0.6234,0.2121,-0.7262
9613,0.2367,-0.6105,0.1864,-0.739
9614,0.0981,-0.5848,0.1735,-0.7776
9615,-0.0233,-0.5719,0.1735,-0.7519
9616,-0.0947,-0.5719,0.1607,-0.739
9617,-0.1579,-0.5591,0.1478,-0.739
9618,-0.1749,-0.5334,0.1478,-0.7133
9619,-0.1661,-0.5719,0.1478,-0.7133
9620,-0.1731,-0.5719,0.1607,-0.7133
9621,-0.2408,-0.5591,0.1478,-0.7262
9622,-0.4973,-0.5848,0.1607,-0.7262
9623,-0.9411,-0.5719,0.1735,-0.7262
9624,-1.3394,-0.5462,0.1478,-0.7133
9625,-1.2193,-0.5719,0.1478,-0.7262
9626,-0.6033,-0.5462,0.135,-0.7647
9627,0.2092,-0.5848,0.135,-0.7647
9628,0.9534,-0.5848,0.1478,-0.7519
9629,1.5419,-0.5719,0.1478,-0.7519
9630,1.3778,-0.6105,0.1478,-0.7519
9631,0.8778,-0.6362,0.1607,-0.7262
9632,0.2968,-0.6234,0.135,-0.7519
9633,-0.0254,-0.5077,0.1092,-0.739
9634,-0.3191,-0.6234,0.0835,-0.6876
9635,-0.5129,-0.5591,0.1864,-0.7005
9636,-0.4297,-0.7519,0.2249,-0.7133
9637,-0.5176,-0.9961,0.2249,-0.7647
9638,-0.274,-0.9061,0.2249,-0.8033
9639,0.1837,-0.919,0.1992,-0.8547
9640,0.6437,-0.7262,0.1478,-0.8161
9641,0.7184,-0.5591,0.0321,-0.8161
9642,0.6463,-0.4306,0.1478,-0.829
9643,0.3271,-0.5334,0.135,-0.7647
9644,0.1199,-0.5848,0.2763,-0.7776
9645,-0.027,-0.7262,0.2892,-0.7647
9646,-0.1329,-0.7647,0.3149,-0.7647
9647,-0.0997,-0.7519,0.2763,-0.8033
9648,-0.1088,-0.739,0.2506,-0.8033
9649,-0.1074,-0.7133,0.2378,-0.829
9650,-0.0961,-0.7005,0.2506,-0.8547
9651,-0.1438,-0.7519,0.2506,-0.8033
9652,-0.2104,-0.739,0.2635,-0.8033
9653,-0.2466,-0.6748,0.2249,-0.7776
9654,-0.3278,-0.7133,0.2635,-0.7904
9655,-0.2646,-0.739,0.2763,-0.7519
9656,-0.0958,-0.7133,0.2506,-0.7647
9657,-0.0122,-0.6876,0.1864,-0.6619
9658,0.1032,-0.5719,0.2635,-0.7647
9659,0.1892,-0.7904,0.2892,-0.7519
9660,0.1452,-0.7904,0.3277,-0.7776
9661,0.0651,-0.7904,0.2506,-0.739
9662,-0.0309,-0.7647,0.2378,-0.7262
9663,-0.0845,-0.7519,0.1864,-0.7262
9664,-0.1332,-0.7262,0.1607,-0.7133
9665,-0.1312,-0.7133,0.1607,-0.7005
9666,-0.0536,-0.7133,0.1607,-0.739
9667,0.0324,-0.7262,0.1735,-0.7262
9668,-0.0039,-0.7519,0.1735,-0.7133
9669,-0.0439,-0.7262,0.1221,-0.7005
9670,-0.0717,-0.6748,0.135,-0.7133
9671,-0.0379,-0.7262,0.1478,-0.7005
9672,0.0036,-0.7647,0.1478,-0.7133
9673,0.0038,-0.739,0.1221,-0.7005
9674,0.0691,-0.7262,0.135,-0.7005
9675,0.0913,-0.739,0.1221,-0.7005
9676,0.1184,-0.739,0.1221,-0.7262
9677,0.1218,-0.739,0.1092,-0.7133
9678,0.0801,-0.7133,0.0964,-0.7005
9679,0.0247,-0.7133,0.0835,-0.7005
9680,0.0056,-0.7133,0.1092,-0.7133
9681,-0.0393,-0.7262,0.1221,-0.7133
9682,-0.0226,-0.7262,0.1092,-0.7262
9683,0.0298,-0.7133,0.1478,-0.7133
9684,0.0738,-0.7005,0.1478,-0.7133
9685,0.0706,-0.6748,0.1478,-0.7005
9686,0.0588,-0.6748,0.1607,-0.7005
9687,0.0343,-0.6748,0.1735,-0.7262
9688,0.0174,-0.6619,0.1864,-0.739
9689,-0.0072,-0.6619,0.1735,-0.7262
9690,-0.0085,-0.6491,0.1864,-0.7133
9691,0.003,-0.6362,0.2121,-0.7262
9692,0.0028,-0.6362,0.2121,-0.7133
9693,0.0056,-0.6362,0.2121,-0.7262
9694,0.0192,-0.6234,0.2249,-0.7262
9695,-0.0306,-0.6234,0.2378,-0.7262
9696,-0.1585,-0.6105,0.2506,-0.7133
9697,-0.3874,-0.6105,0.2635,-0.7133
9698,-0.54,-0.6234,0.2635,-0.7262
9699,-0.51,-0.6234,0.2892,-0.6876
9700,-0.2458,-0.6362,0.2892,-0.7262
9701,0.002,-0.6234,0.2892,-0.6876
9702,0.261,-0.6105,0.302,-0.7262
9703,0.4907,-0.5976,0.302,-0.6876
9704,0.4659,-0.5976,0.2892,-0.7133
9705,0.3349,-0.5976,0.2892,-0.7005
9706,0.2136,-0.6105,0.2892,-0.6876
9707,0.0738,-0.5976,0.2892,-0.7005
9708,0.0446,-0.6105,0.2763,-0.7133
9709,0.0284,-0.5976,0.2892,-0.7005
9710,0.0201,-0.6105,0.2763,-0.7133
9711,0.0251,-0.5848,0.2763,-0.7005
9712,0.0049,-0.5848,0.2506,-0.6876
9713,0.0034,-0.5976,0.2506,-0.6876
9714,0.0105,-0.5848,0.2635,-0.6619
9715,0.0259,-0.5848,0.2763,-0.6876
9716,0.0067,-0.5848,0.2763,-0.6748
9717,-0.0023,-0.5848,0.2635,-0.6491
9718,-0.0166,-0.5848,0.2635,-0.6362
9719,-0.0268,-0.5848,0.2506,-0.6362
9720,-0.0292,-0.5976,0.2635,-0.6362
9721,-0.0212,-0.5976,0.2635,-0.6234
9722,-0.0263,-0.6105,0.2763,-0.6234
9723,-0.0485,-0.5976,0.2763,-0.6105
9724,-0.0701,-0.5976,0.2635,-0.5848
9725,-0.0925,-0.5976,0.2763,-0.5976
9726,-0.0984,-0.5848,0.2763,-0.6105
9727,-0.0969,-0.5976,0.2763,-0.5848
9728,-0.0834,-0.5848,0.2635,-0.6105
9729,-0.0801,-0.5976,0.2506,-0.5848
9730,0.0045,-0.5976,0.2635,-0.5719
9731,0.0962,-0.5976,0.2763,-0.5848
9732,0.1352,-0.5848,0.2763,-0.5976
9733,0.168,-0.5462,0.2635,-0.5848
9734,0.1536,-0.5591,0.2635,-0.5976
9735,0.1199,-0.5719,0.2506,-0.6234
9736,-0.0076,-0.5719,0.2635,-0.6105
9737,-0.144,-0.5848,0.2635,-0.5976
9738,-0.3757,-0.5848,0.2506,-0.5976
9739,-0.5107,-0.5719,0.2635,-0.5848
9740,-0.4661,-0.5976,0.2506,-0.5848
9741,-0.1942,-0.5848,0.2635,-0.5848
9742,0.1247,-0.5848,0.2763,-0.5976
9743,0.3866,-0.5976,0.2763,-0.6105
9744,0.5972,-0.6105,0.2763,-0.5976
9745,0.5461,-0.5976,0.2763,-0.5976
9746,0.2719,-0.5976,0.2763,-0.6234
9747,0.0979,-0.5848,0.2763,-0.6234
9748,0.0226,-0.5591,0.2763,-0.6362
9749,-0.0373,-0.5591,0.2506,-0.6234
9750,0.0072,-0.5462,0.2506,-0.6362
9751,-0.027,-0.5334,0.2506,-0.6362
9752,-0.0504,-0.5334,0.2249,-0.6105
9753,-0.014,-0.5334,0.2249,-0.6491
9754,0.0109,-0.5591,0.2249,-0.6105
9755,-0.0053,-0.5334,0.2121,-0.5976
9756,-0.0228,-0.5205,0.2121,-0.5848
9757,-0.0727,-0.5205,0.1992,-0.5976
9758,-0.0713,-0.5334,0.1864,-0.5848
9759,-0.0621,-0.5205,0.1992,-0.5976
9760,-0.0089,-0.5077,0.1864,-0.5591
9761,0.0108,-0.5205,0.1864,-0.5719
9762,0.0196,-0.5077,0.1864,-0.5462
9763,0.0272,-0.482,0.1735,-0.5591
9764,0.0265,-0.4948,0.1864,-0.5591
9765,0.0133,-0.5205,0.1864,-0.5334
9766,-0.0237,-0.5205,0.1735,-0.5205
9767,-0.0552,-0.5205,0.1735,-0.482
9768,-0.0672,-0.5462,0.1864,-0.4691
9769,-0.05,-0.5462,0.1864,-0.4948
9770,0.0031,-0.5591,0.1735,-0.4691
9771,0.047,-0.5719,0.1735,-0.4563
9772,0.0607,-0.5591,0.1864,-0.4563
9773,0.0885,-0.5848,0.1735,-0.4563
9774,0.0675,-0.5848,0.1864,-0.4434
9775,0.0631,-0.6105,0.1735,-0.4691
9776,0.0244,-0.6234,0.1864,-0.4563
9777,0.0163,-0.6362,0.1864,-0.4177
9778,0.0036,-0.6234,0.1864,-0.4563
9779,0.0158,-0.6619,0.1735,-0.4563
9780,0.0252,-0.6876,0.1864,-0.4691
9781,0.0145,-0.7133,0.1735,-0.4434
9782,0.0123,-0.7262,0.1864,-0.4434
9783,0.0467,-0.7519,0.1864,-0.4306
9784,0.0611,-0.7647,0.1864,-0.4434
9785,0.0363,-0.7904,0.1735,-0.4563
9786,-0.006,-0.8033,0.1864,-0.4563
9787,-0.0059,-0.829,0.1864,-0.4306
9788,-0.0006,-0.829,0.1735,-0.4563
9789,0.0037,-0.8418,0.1735,-0.4563
9790,-0.0215,-0.8547,0.1864,-0.4434
9791,-0.0103,-0.8804,0.1864,-0.4177
9792,0.0039,-0.8804,0.1735,-0.4691
9793,0.0006,-0.9061,0.1864,-0.4434
9794,0.0193,-0.9061,0.1864,-0.4306
9795,0.0129,-0.919,0.1864,-0.4434
9796,-0.0101,-0.9061,0.1864,-0.4306
9797,0.008,-0.919,0.1864,-0.4434
9798,0.0297,-0.9318,0.1992,-0.4434
9799,0.0516,-0.9318,0.1864,-0.4049
9800,0.0424,-0.9318,0.1992,-0.4306
9801,0.0237,-0.9447,0.1992,-0.4306
9802,-0.0009,-0.9575,0.1864,-0.4563
9803,-0.024,-0.919,0.1864,-0.4306
9804,-0.0526,-0.9061,0.1864,-0.4306
9805,-0.0209,-0.919,0.1864,-0.4177
9806,0.0018,-0.9447,0.1864,-0.4306
9807,0.0074,-0.919,0.1992,-0.4306
9808,0.0213,-0.9318,0.2121,-0.4306
9809,0.0071,-0.919,0.1992,-0.4177
9810,0.0056,-0.9061,0.1992,-0.4177
9811,0.0083,-0.9061,0.2121,-0.4306
9812,0.0009,-0.9061,0.1992,-0.4306
9813,0.0185,-0.8933,0.1992,-0.4049
9814,0.0105,-0.8933,0.1864,-0.4306
9815,-0.0115,-0.8933,0.1992,-0.4306
9816,0.0023,-0.8933,0.1864,-0.4306
9817,0.0185,-0.8933,0.1864,-0.4306
9818,0.0174,-0.8804,0.1607,-0.4049
9819,0.0134,-0.8676,0.1735,-0.4306
9820,0.0251,-0.8676,0.1735,-0.4177
9821,0.0289,-0.8804,0.1607,-0.392
9822,-0.0021,-0.8676,0.1607,-0.4049
9823,-0.0094,-0.8676,0.1735,-0.392
9824,-0.0062,-0.8676,0.1735,-0.3663
9825,0.0016,-0.8676,0.1735,-0.392
9826,0.0029,-0.8676,0.1735,-0.3663
9827,-0.0101,-0.8676,0.1607,-0.3792
9828,-0.0195,-0.8676,0.1607,-0.3663
9829,0.0087,-0.8676,0.1735,-0.3534
9830,0.0191,-0.8804,0.1607,-0.3406
9831,0.0127,-0.8804,0.1607,-0.3534
9832,0.0037,-0.8804,0.1607,-0.3663
9833,-0.01,-0.8933,0.1478,-0.3663
9834,-0.018,-0.8804,0.1735,-0.3792
9835,0.0108,-0.8933,0.1478,-0.3534
9836,0.0171,-0.8676,0.1607,-0.3406
9837,0.0163,-0.8933,0.1478,-0.3534
9838,0.0021,-0.8933,0.1478,-0.3663
9839,-0.0096,-0.8933,0.1735,-0.3534
9840,0.0017,-0.9061,0.1607,-0.3277
9841,0.0069,-0.8933,0.1735,-0.3534
9842,0.0025,-0.9061,0.1735,-0.3534
9843,0.0034,-0.8933,0.1735,-0.3406
9844,0.0071,-0.8933,0.1735,-0.3663
9845,0.0188,-0.9061,0.1607,-0.3792
9846,0.0103,-0.9318,0.1735,-0.3663
9847,0.0006,-0.9318,0.1478,-0.3663
9848,-0.001,-0.8933,0.1478,-0.3534
9849,0.0063,-0.919,0.1607,-0.3663
9850,0.0108,-0.919,0.1478,-0.3663
9851,0.0008,-0.9061,0.1478,-0.3534
9852,-0.0079,-0.919,0.1607,-0.3534
9853,0.0133,-0.919,0.1607,-0.3534
9854,0.0256,-0.919,0.1607,-0.3534
9855,0.0342,-0.9061,0.1735,-0.3534
9856,0.0171,-0.919,0.1735,-0.3792
9857,0.0054,-0.919,0.1735,-0.3663
9858,-0.0026,-0.9061,0.1607,-0.392
9859,-0.0274,-0.8933,0.1735,-0.4049
9860,-0.0158,-0.9061,0.1607,-0.3792
9861,-0.002,-0.8933,0.1864,-0.3792
9862,0.0024,-0.9061,0.1735,-0.4049
9863,0.0037,-0.8547,0.1607,-0.4177
9864,-0.0336,-0.8933,0.1607,-0.3663
9865,-0.0705,-0.8933,0.1607,-0.4049
9866,-0.0556,-0.8933,0.1735,-0.4306
9867,-0.0294,-0.8676,0.1607,-0.4049
9868,-0.0287,-0.8676,0.1735,-0.4306
9869,-0.0159,-0.8676,0.1864,-0.4177
9870,0.0036,-0.8547,0.1735,-0.4177
9871,0.0021,-0.8547,0.1607,-0.4177
9872,0.0019,-0.8418,0.1607,-0.4177
9873,0.0042,-0.8161,0.1864,-0.4434
9874,0.0032,-0.8161,0.1735,-0.4434
9875,0.0021,-0.8033,0.1735,-0.4434
9876,0.0109,-0.8033,0.1735,-0.4306
9877,0.0291,-0.8161,0.1864,-0.4434
9878,0.0319,-0.8033,0.1735,-0.4563
9879,0.0209,-0.7904,0.1607,-0.4691
9880,0.0001,-0.7904,0.1607,-0.4563
9881,-0.0319,-0.7647,0.1735,-0.4563
9882,-0.0338,-0.7647,0.1864,-0.482
9883,-0.0382,-0.7519,0.1992,-0.4691
9884,-0.0316,-0.7519,0.1735,-0.4691
9885,-0.0236,-0.7519,0.1864,-0.4691
9886,-0.0152,-0.739,0.1992,-0.4691
9887,-0.006,-0.739,0.1864,-0.482
9888,0.0043,-0.7262,0.1864,-0.482
9889,0.0218,-0.7005,0.1864,-0.4948
9890,0.0105,-0.7262,0.1735,-0.482
9891,-0.0031,-0.7133,0.1864,-0.5077
9892,0.0087,-0.7133,0.1992,-0.5077
9893,0.0142,-0.7133,0.1992,-0.482
9894,0.0197,-0.7262,0.1992,-0.4948
9895,0.0005,-0.7005,0.1992,-0.5077
9896,-0.027,-0.7005,0.1864,-0.5334
9897,-0.0481,-0.7005,0.1864,-0.5077
9898,-0.0462,-0.6876,0.1864,-0.4948
9899,-0.0267,-0.6876,0.2121,-0.5077
9900,-0.0138,-0.6876,0.1864,-0.5077
9901,-0.0068,-0.6748,0.1992,-0.5077
9902,-0.01,-0.6876,0.1992,-0.5077
9903,-0.0059,-0.6491,0.1992,-0.5334
9904,-0.0064,-0.6619,0.1992,-0.5334
9905,-0.0255,-0.6748,0.1992,-0.5462
