製品名 ,ワイヤレス筋電センサ（乾式＋加速度） ,,,
計測時ID ,11,,,
計測開始時刻 ,00/00/00 00:08 ,,,
サンプリング周波数 ,1000,,,
シーケンス数 ,20000,,,
PGAゲイン ,x6 ,,,
補正値キー ,FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ,,,
コメント , ,,,
ファイル保存形式, 演算データ,,,
シーケンス番号, EMG01, 加速度X, 加速度Y, 加速度Z 
569,0.1061,-0.8161,0.1992,-0.9061
570,-0.0737,-0.8033,0.2121,-0.8933
571,-0.1467,-0.8033,0.2121,-0.9061
572,-0.1964,-0.8033,0.2121,-0.8933
573,-0.1394,-0.7776,0.1992,-0.9061
574,0.0158,-0.7776,0.1735,-0.919
575,0.1536,-0.7776,0.1992,-0.9318
576,0.2447,-0.7776,0.1992,-0.919
577,0.2676,-0.7904,0.1864,-0.919
578,0.2374,-0.7776,0.1864,-0.8933
579,0.1061,-0.7904,0.1864,-0.919
580,0.0485,-0.7904,0.1735,-0.8676
581,-0.0358,-0.7776,0.1735,-0.8804
582,-0.0111,-0.7647,0.1735,-0.8676
583,0.012,-0.7647,0.1607,-0.8547
584,0.0292,-0.7519,0.1607,-0.8418
585,0.0193,-0.7519,0.1607,-0.829
586,-0.1163,-0.7262,0.1607,-0.829
587,-0.1825,-0.7262,0.1478,-0.8033
588,-0.2794,-0.7133,0.1478,-0.8161
589,-0.2381,-0.7005,0.1221,-0.7776
590,-0.0686,-0.7005,0.1221,-0.7904
591,0.0474,-0.7133,0.135,-0.7904
592,0.1565,-0.6876,0.1221,-0.739
593,0.14,-0.6876,0.1221,-0.7647
594,-0.0025,-0.7005,0.1221,-0.7519
595,-0.3533,-0.6876,0.1092,-0.7519
596,-0.4847,-0.6876,0.0964,-0.7519
597,-0.174,-0.6748,0.1092,-0.7776
598,0.1405,-0.6876,0.0964,-0.7647
599,0.3458,-0.6619,0.0964,-0.7262
600,0.5705,-0.6491,0.1092,-0.7262
601,0.5029,-0.6619,0.1092,-0.739
602,0.2652,-0.6491,0.0964,-0.7519
603,0.1258,-0.6362,0.0964,-0.739
604,-0.0104,-0.6234,0.0964,-0.7519
605,-0.0587,-0.6234,0.0964,-0.7133
606,-0.0636,-0.6234,0.0964,-0.739
607,-0.0743,-0.6105,0.1092,-0.739
608,-0.0502,-0.6234,0.1092,-0.7262
609,-0.0866,-0.6362,0.1221,-0.7262
610,-0.0885,-0.6105,0.135,-0.7133
611,-0.1028,-0.6105,0.1221,-0.7262
612,-0.1167,-0.6105,0.135,-0.739
613,-0.0834,-0.5976,0.135,-0.7262
614,-0.0409,-0.6105,0.1221,-0.7262
615,0.0155,-0.5976,0.1221,-0.7133
616,0.0961,-0.5848,0.1607,-0.6876
617,0.1359,-0.5976,0.1607,-0.7133
618,0.0474,-0.5591,0.1735,-0.6876
619,-0.0739,-0.5719,0.1607,-0.7262
620,-0.2485,-0.5848,0.1607,-0.7005
621,-0.3374,-0.5976,0.1478,-0.7133
622,-0.139,-0.5848,0.1478,-0.7133
623,0.0214,-0.5719,0.1607,-0.7262
624,0.1418,-0.5848,0.1607,-0.7133
625,0.3133,-0.5848,0.1735,-0.7133
626,0.3491,-0.5719,0.1864,-0.7133
627,0.1855,-0.5719,0.1735,-0.7005
628,0.0517,-0.5719,0.1607,-0.7005
629,-0.0206,-0.5591,0.1607,-0.6876
630,-0.0264,-0.5591,0.1607,-0.6876
631,0.0179,-0.5462,0.1735,-0.6748
632,0.0243,-0.5462,0.1735,-0.6748
633,-0.0137,-0.5077,0.1735,-0.6491
634,-0.0283,-0.5462,0.1607,-0.6362
635,-0.038,-0.5462,0.1735,-0.6491
636,-0.0358,-0.5462,0.1735,-0.6491
637,-0.0251,-0.5462,0.1607,-0.6234
638,-0.0091,-0.5591,0.1607,-0.5976
639,0.0125,-0.5591,0.1735,-0.6105
640,0.0327,-0.5462,0.1607,-0.5976
641,0.0294,-0.5591,0.1607,-0.5848
642,-0.0167,-0.5591,0.1607,-0.5976
643,-0.0497,-0.5205,0.1478,-0.5591
644,-0.095,-0.5591,0.1478,-0.5334
645,-0.0907,-0.5591,0.135,-0.5462
646,-0.0277,-0.5848,0.135,-0.5719
647,0.0159,-0.5976,0.135,-0.5334
648,0.038,-0.5976,0.135,-0.5334
649,0.0925,-0.6105,0.1478,-0.5077
650,0.0982,-0.6105,0.135,-0.482
651,0.072,-0.6234,0.1221,-0.5334
652,0.0223,-0.6362,0.1221,-0.5077
653,0.0096,-0.6362,0.1221,-0.5077
654,-0.0264,-0.6491,0.135,-0.5077
655,-0.0127,-0.6619,0.1221,-0.5077
656,0.0075,-0.6876,0.1221,-0.482
657,0.0229,-0.6876,0.1092,-0.4948
658,0.0497,-0.6748,0.1221,-0.482
659,0.0554,-0.6748,0.1092,-0.5077
660,0.049,-0.7005,0.1221,-0.4948
661,0.014,-0.7005,0.1221,-0.4563
662,-0.0613,-0.7133,0.1221,-0.4948
663,-0.0627,-0.7262,0.1221,-0.5077
664,-0.0285,-0.7262,0.135,-0.4948
665,-0.0119,-0.739,0.1221,-0.5077
666,-0.0021,-0.739,0.1221,-0.4691
667,-0.0206,-0.7647,0.1092,-0.5205
668,-0.0174,-0.7647,0.1221,-0.5077
669,-0.0086,-0.7647,0.1221,-0.4948
670,0.0089,-0.7904,0.1221,-0.5205
671,0.0087,-0.7904,0.1221,-0.482
672,0.001,-0.7904,0.1221,-0.5205
673,-0.0116,-0.7904,0.1092,-0.482
674,0.0005,-0.8033,0.1092,-0.5077
675,0.0142,-0.8033,0.1092,-0.5077
676,0.007,-0.8161,0.1092,-0.5205
677,-0.0004,-0.8161,0.1092,-0.5077
678,-0.0074,-0.829,0.1221,-0.4948
679,0.004,-0.8418,0.1092,-0.4948
680,-0.0042,-0.8547,0.1092,-0.4948
681,-0.0122,-0.8547,0.1092,-0.5077
682,0.001,-0.8547,0.1092,-0.5077
683,0.0175,-0.8676,0.1092,-0.5205
684,0.0193,-0.8676,0.1092,-0.5205
685,0.0069,-0.8804,0.0964,-0.5077
686,0.0083,-0.9061,0.1092,-0.5077
687,0.0138,-0.8933,0.0964,-0.482
688,0.005,-0.8933,0.0835,-0.4948
689,-0.004,-0.8933,0.0835,-0.4948
690,-0.0031,-0.9061,0.0835,-0.482
691,-0.0199,-0.9061,0.0835,-0.4691
692,-0.0186,-0.919,0.0835,-0.4691
693,0.0034,-0.919,0.0835,-0.4563
694,0.001,-0.919,0.0964,-0.4306
695,-0.0018,-0.9061,0.0964,-0.4563
696,-0.0043,-0.919,0.0835,-0.4434
697,-0.008,-0.9318,0.0835,-0.4434
698,-0.0042,-0.9318,0.0835,-0.4434
699,0.0029,-0.9447,0.0707,-0.4434
700,0.0023,-0.9318,0.0578,-0.4434
701,0.0081,-0.9575,0.0707,-0.4434
702,0.0085,-0.9575,0.0578,-0.4177
703,0.0104,-0.9447,0.0707,-0.4177
704,-0.0085,-0.9575,0.0578,-0.4177
705,-0.0012,-0.9704,0.0707,-0.4434
706,0.0104,-0.9575,0.0707,-0.4306
707,0.0253,-0.9575,0.0707,-0.4306
708,0.0094,-0.9704,0.0707,-0.4177
709,0.0026,-0.9704,0.0707,-0.4177
710,0.0006,-0.9704,0.0835,-0.4306
711,0.0133,-0.9704,0.0707,-0.4177
712,0.0021,-0.9704,0.0835,-0.4049
713,0.0038,-0.9575,0.0835,-0.4306
714,-0.0397,-0.9704,0.0835,-0.4434
715,-0.0297,-0.9704,0.0964,-0.4177
716,-0.0097,-0.9704,0.0964,-0.4177
717,0.0076,-0.9832,0.0835,-0.4177
718,-0.0034,-0.9575,0.0964,-0.4177
719,-0.0094,-0.9575,0.0707,-0.4049
720,-0.0075,-0.9704,0.0707,-0.392
721,-0.0091,-0.9704,0.0707,-0.3792
722,-0.0074,-0.9447,0.0707,-0.4049
723,-0.0118,-0.9447,0.0964,-0.3663
724,0.0071,-0.9575,0.0835,-0.3663
725,0.0166,-0.9447,0.0964,-0.3792
726,0.0104,-0.9447,0.0964,-0.3663
727,-0.0184,-0.9447,0.0964,-0.3663
728,-0.0127,-0.9447,0.0964,-0.3663
729,0.0015,-0.9318,0.0964,-0.3663
730,0.0037,-0.919,0.0964,-0.3663
731,-0.0229,-0.9318,0.0835,-0.3663
732,-0.0312,-0.9061,0.0964,-0.3792
733,-0.0316,-0.8804,0.0964,-0.3534
734,-0.0305,-0.9061,0.0964,-0.3663
735,-0.0101,-0.919,0.0964,-0.3792
736,-0.0177,-0.8933,0.1092,-0.4049
737,-0.014,-0.8804,0.1221,-0.392
738,-0.0113,-0.8804,0.1221,-0.4049
739,-0.0048,-0.8676,0.1221,-0.3534
740,0.0053,-0.8676,0.135,-0.3663
741,-0.0075,-0.8547,0.1607,-0.3663
742,-0.0064,-0.8547,0.1478,-0.3792
743,-0.005,-0.8033,0.1478,-0.3792
744,-0.0177,-0.8161,0.1607,-0.4049
745,-0.0115,-0.8161,0.1607,-0.4049
746,-0.0012,-0.8161,0.1735,-0.4049
747,-0.0002,-0.8161,0.1992,-0.4049
748,0.0083,-0.8033,0.1864,-0.392
749,-0.0116,-0.7904,0.1864,-0.4177
750,-0.0446,-0.7776,0.1992,-0.4177
751,-0.0158,-0.7904,0.2249,-0.4177
752,-0.016,-0.7776,0.2121,-0.4177
753,-0.0213,-0.7519,0.2121,-0.4306
754,-0.0129,-0.7519,0.2378,-0.4306
755,-0.0097,-0.7262,0.2249,-0.4306
756,-0.0085,-0.739,0.2249,-0.4049
757,-0.001,-0.7133,0.2249,-0.4049
758,0.0098,-0.7133,0.2249,-0.4306
759,0.0043,-0.7005,0.2378,-0.4434
760,0.0058,-0.7133,0.2378,-0.4306
761,0.0091,-0.7005,0.2249,-0.4177
762,0.0159,-0.6876,0.2506,-0.4434
763,0.0045,-0.7005,0.2378,-0.4306
764,-0.0042,-0.6876,0.2506,-0.4434
765,0.0001,-0.6748,0.2635,-0.4306
766,-0.0008,-0.6876,0.2378,-0.4306
767,-0.0163,-0.6876,0.2506,-0.4434
768,-0.0188,-0.6748,0.2378,-0.4434
769,-0.007,-0.6619,0.2506,-0.4563
770,-0.0112,-0.6748,0.2506,-0.4177
771,-0.0415,-0.6619,0.2506,-0.4434
772,-0.0357,-0.6619,0.2506,-0.4563
773,-0.0144,-0.6105,0.2635,-0.4434
774,-0.0008,-0.6491,0.2506,-0.4434
775,-0.0057,-0.6491,0.2506,-0.4563
776,-0.0064,-0.6491,0.2378,-0.4434
777,-0.0133,-0.6491,0.2506,-0.4434
778,-0.0133,-0.6619,0.2378,-0.4691
779,-0.0053,-0.6619,0.2378,-0.482
780,-0.0069,-0.6491,0.2378,-0.482
781,0.0081,-0.6748,0.2121,-0.4948
782,0.0148,-0.6619,0.2121,-0.482
783,0.0053,-0.6491,0.2121,-0.482
784,-0.0078,-0.6491,0.2121,-0.482
785,-0.0053,-0.6619,0.2121,-0.5077
786,-0.0184,-0.6619,0.1864,-0.5077
787,-0.0171,-0.6619,0.1864,-0.482
788,-0.005,-0.6362,0.1864,-0.482
789,0.0063,-0.6619,0.1735,-0.5205
790,-0.0124,-0.6362,0.1864,-0.5334
791,-0.0188,-0.6619,0.1864,-0.5205
792,-0.0122,-0.6619,0.1735,-0.5205
793,-0.0078,-0.6619,0.1735,-0.5334
794,0.0008,-0.6619,0.1864,-0.5205
795,0.0135,-0.6619,0.1735,-0.5334
796,0.0166,-0.6619,0.1735,-0.5334
797,0.0196,-0.6491,0.1864,-0.5591
798,0.009,-0.6619,0.1735,-0.5591
799,-0.0218,-0.6491,0.1864,-0.5591
800,-0.0014,-0.6491,0.1864,-0.5848
801,0.0256,-0.6619,0.1735,-0.5719
802,0.0379,-0.6748,0.1992,-0.5719
803,0.01,-0.6491,0.2121,-0.5848
804,-0.0262,-0.6619,0.1992,-0.6105
805,-0.0452,-0.6619,0.1992,-0.6105
806,-0.0146,-0.6748,0.2121,-0.6362
807,-0.0116,-0.6619,0.2121,-0.6105
808,0.0001,-0.6748,0.2378,-0.6234
809,0.0059,-0.6876,0.2249,-0.6362
810,0.0092,-0.7005,0.2249,-0.6234
811,0.0105,-0.7133,0.2378,-0.6619
812,0.0082,-0.6876,0.2506,-0.6619
813,0.0119,-0.6876,0.2378,-0.6619
814,-0.0016,-0.6876,0.2249,-0.6876
815,0.0096,-0.7005,0.2121,-0.6619
816,-0.0234,-0.6876,0.2378,-0.6619
817,-0.0209,-0.7133,0.2249,-0.6748
818,-0.0038,-0.7005,0.2249,-0.7005
819,0.0159,-0.7133,0.2249,-0.6748
820,0.0127,-0.7133,0.2249,-0.6876
821,0.0157,-0.7133,0.2249,-0.6748
822,0.0141,-0.7262,0.2121,-0.7005
823,-0.001,-0.7262,0.2249,-0.7005
824,-0.033,-0.739,0.2121,-0.7005
825,-0.0232,-0.7262,0.2121,-0.7005
826,-0.0054,-0.739,0.1992,-0.7005
827,-0.001,-0.7519,0.1992,-0.739
828,0.0056,-0.739,0.1864,-0.7262
829,-0.0046,-0.7262,0.1735,-0.739
830,-0.0219,-0.739,0.1735,-0.7519
831,-0.0108,-0.739,0.1864,-0.7519
832,-0.017,-0.739,0.1735,-0.739
833,-0.0073,-0.7519,0.1735,-0.739
834,-0.0002,-0.739,0.1735,-0.7519
835,-0.0008,-0.739,0.1864,-0.7262
836,0.0029,-0.7262,0.1735,-0.7647
837,-0.0053,-0.739,0.1735,-0.7776
838,0.0083,-0.739,0.1607,-0.7519
839,0.0185,-0.739,0.1607,-0.7776
840,0.0226,-0.739,0.1607,-0.7904
841,0.0001,-0.739,0.1607,-0.7904
842,-0.0435,-0.7519,0.1607,-0.7904
843,-0.0283,-0.739,0.1478,-0.7904
844,-0.0089,-0.7262,0.1478,-0.8033
845,-0.0059,-0.7262,0.1478,-0.8033
846,0.0087,-0.7262,0.1607,-0.8033
847,0.0133,-0.7262,0.1607,-0.8418
848,0.0182,-0.7262,0.1607,-0.8033
849,0.0218,-0.7262,0.1607,-0.8161
850,0.0035,-0.7262,0.1607,-0.829
851,-0.0037,-0.7262,0.1607,-0.8418
852,-0.0248,-0.7262,0.1607,-0.8418
853,-0.0262,-0.7133,0.1607,-0.8547
854,-0.0031,-0.7262,0.1735,-0.8547
855,-0.0018,-0.739,0.1735,-0.8676
856,-0.0108,-0.7262,0.1735,-0.8418
857,-0.0057,-0.739,0.1735,-0.8804
858,-0.0005,-0.739,0.1478,-0.8676
859,-0.016,-0.739,0.1607,-0.8804
860,-0.0086,-0.7262,0.1735,-0.9061
861,0.0122,-0.7262,0.1735,-0.8933
862,0.0075,-0.7262,0.1735,-0.8676
863,-0.0075,-0.7262,0.1864,-0.8804
864,-0.0232,-0.739,0.1992,-0.8933
865,-0.0096,-0.7262,0.1864,-0.8933
866,-0.004,-0.7133,0.1864,-0.9061
867,-0.0082,-0.7262,0.1864,-0.9061
868,-0.0012,-0.7262,0.1992,-0.9061
869,0.0049,-0.7005,0.1864,-0.919
870,-0.0001,-0.7262,0.1992,-0.9318
871,0.0047,-0.7133,0.1864,-0.9447
872,0.0063,-0.7262,0.1992,-0.9318
873,0.0127,-0.7133,0.1992,-0.9575
874,0.0116,-0.7005,0.1864,-0.9318
875,0.0157,-0.7133,0.1864,-0.9447
876,0.0174,-0.7133,0.1735,-0.9447
877,-0.0065,-0.7133,0.1864,-0.9447
878,-0.0342,-0.7133,0.1735,-0.9447
879,-0.018,-0.6876,0.1864,-0.9704
880,-0.016,-0.7133,0.1992,-0.9447
881,-0.0144,-0.7133,0.1864,-0.9704
882,-0.0182,-0.7133,0.1735,-0.9575
883,-0.005,-0.7133,0.1735,-0.9447
884,0.0009,-0.7133,0.1607,-0.9575
885,0.0024,-0.7005,0.1735,-0.9704
886,0.0125,-0.7005,0.1478,-0.9318
887,0.005,-0.7133,0.1735,-0.9447
888,0.0045,-0.7133,0.1478,-0.9575
889,-0.0075,-0.7133,0.1478,-0.9704
890,-0.0035,-0.7133,0.1478,-0.9832
891,0.0021,-0.7133,0.1478,-0.9704
892,-0.0039,-0.7133,0.1478,-0.9704
893,-0.001,-0.7133,0.135,-0.9704
894,-0.0007,-0.7262,0.135,-0.9447
895,-0.0042,-0.7133,0.1221,-0.9704
896,0.0023,-0.7005,0.135,-0.9704
897,0.0029,-0.7005,0.135,-0.9575
898,-0.0076,-0.7005,0.1221,-0.9575
899,-0.0042,-0.7005,0.1221,-0.9704
900,-0.0127,-0.6876,0.1221,-0.9704
901,-0.0074,-0.6876,0.1221,-0.9832
902,0.0123,-0.6748,0.1221,-0.9832
903,0.0229,-0.6748,0.1092,-0.9704
904,0.0244,-0.7005,0.1092,-0.9575
905,0.0051,-0.6876,0.1221,-0.9704
906,-0.0018,-0.6748,0.1092,-0.9447
907,0.0062,-0.6748,0.1221,-0.9575
908,0.0039,-0.6619,0.1221,-0.9704
909,0.004,-0.6748,0.1092,-0.9704
910,0.0016,-0.6876,0.1092,-0.9575
911,-0.0014,-0.6748,0.1221,-0.9832
912,0.0006,-0.6748,0.1221,-0.9575
913,-0.0075,-0.6619,0.1221,-0.9704
914,-0.004,-0.6619,0.1092,-0.9575
915,0.0023,-0.6491,0.1092,-0.9575
916,0.0202,-0.6619,0.1092,-0.9832
917,0.0116,-0.6362,0.1092,-0.9832
918,-0.0004,-0.6234,0.1092,-0.9832
919,-0.0045,-0.6491,0.0964,-0.9575
920,0.0054,-0.6491,0.1092,-0.9832
921,-0.0024,-0.6234,0.1092,-0.9832
922,-0.0008,-0.6234,0.1092,-0.9832
923,-0.0023,-0.6362,0.0964,-0.9832
924,-0.0179,-0.6362,0.0964,-1.0089
925,-0.0086,-0.6105,0.1092,-0.9704
926,0.0133,-0.6234,0.0964,-0.9832
927,0.0367,-0.6234,0.1221,-0.9704
928,0.0372,-0.5719,0.1221,-0.9832
929,-0.0038,-0.5976,0.1221,-0.9961
930,-0.039,-0.6105,0.1221,-1.0218
931,-0.0286,-0.6105,0.1221,-0.9961
932,-0.0242,-0.5976,0.135,-1.0089
933,-0.0174,-0.5976,0.135,-0.9961
934,-0.0097,-0.5976,0.135,-0.9832
935,-0.0406,-0.6105,0.1221,-0.9961
936,-0.0705,-0.5976,0.1478,-1.0089
937,-0.0605,-0.5976,0.135,-0.9961
938,-0.0281,-0.5976,0.135,-0.9704
939,0.0125,-0.5976,0.135,-0.9832
940,0.0382,-0.5976,0.1478,-0.9961
941,0.0585,-0.5976,0.1478,-0.9961
942,0.0554,-0.6105,0.1607,-1.0089
943,0.053,-0.5591,0.1478,-1.0089
944,0.0283,-0.5848,0.1735,-1.0089
945,0.043,-0.6105,0.1735,-1.0089
946,0.0083,-0.5976,0.1735,-1.0089
947,-0.0705,-0.6105,0.1735,-1.0218
948,-0.1199,-0.5976,0.1735,-0.9832
949,-0.1283,-0.6105,0.1864,-1.0218
950,-0.1275,-0.6105,0.1735,-1.0218
951,-0.1591,-0.6234,0.1607,-0.9961
952,-0.1816,-0.6105,0.1735,-1.0218
953,-0.1523,-0.5976,0.1735,-1.0218
954,-0.0396,-0.5976,0.1607,-1.0346
955,0.0776,-0.6105,0.1607,-1.0346
956,0.1689,-0.6105,0.1607,-1.0346
957,0.2282,-0.5976,0.1735,-1.0218
958,0.2643,-0.5976,0.1735,-1.0218
959,0.2383,-0.5976,0.1735,-1.0218
960,0.1592,-0.6105,0.1735,-1.0218
961,0.0907,-0.6105,0.1735,-1.0089
962,0.0149,-0.6105,0.1607,-1.0089
963,-0.0582,-0.5976,0.1478,-1.0218
964,-0.0363,-0.6105,0.1735,-1.0218
965,0.0223,-0.6234,0.1607,-1.0346
966,0.0217,-0.6234,0.1607,-1.0346
967,0.0496,-0.6491,0.1478,-1.0346
968,0.0675,-0.6362,0.1607,-1.0089
969,0.0691,-0.6234,0.1607,-1.0218
970,0.0606,-0.6362,0.1607,-0.9961
971,0.0355,-0.6234,0.1478,-0.9961
972,0.0096,-0.6362,0.1478,-1.0089
973,-0.0127,-0.6362,0.1607,-0.9704
974,0.0116,-0.6362,0.1478,-0.9961
975,0.0153,-0.6491,0.1478,-0.9704
976,0.0376,-0.6362,0.1478,-0.9832
977,0.0089,-0.6491,0.135,-0.9832
978,-0.0086,-0.6362,0.135,-0.9704
979,0.008,-0.6362,0.135,-0.9575
980,0.02,-0.6491,0.135,-0.9318
981,-0.0015,-0.6619,0.135,-0.9575
982,0.0065,-0.6619,0.135,-0.9575
983,0.0112,-0.6748,0.1221,-0.9832
984,0.0049,-0.6748,0.1092,-0.9961
985,0.0145,-0.6876,0.1221,-1.0089
986,0.0158,-0.7005,0.135,-1.0218
987,0.0179,-0.7133,0.135,-1.0346
988,0.0287,-0.7005,0.135,-1.0603
989,0.0226,-0.7262,0.1478,-1.0475
990,0.0166,-0.7262,0.1478,-1.0989
991,0.0302,-0.7519,0.1478,-1.1375
992,0.0241,-0.7519,0.1478,-1.1503
993,0.0224,-0.7647,0.1221,-1.1889
994,0.0233,-0.7647,0.1221,-1.1632
995,0.0228,-0.7776,0.1092,-1.1632
996,0.0137,-0.8033,0.1092,-1.1632
997,0.0023,-0.8161,0.0964,-1.176
998,0.0054,-0.829,0.0964,-1.1118
999,0.0101,-0.8418,0.0707,-1.0989
1000,0.0089,-0.8547,0.0578,-1.0732
1001,0.0207,-0.8676,0.045,-1.0218
1002,0.0356,-0.8676,0.045,-0.9832
1003,0.0253,-0.8547,0.0321,-0.9575
1004,0.0166,-0.8676,0.045,-0.8933
1005,0.0015,-0.8676,0.0578,-0.8418
1006,0.0003,-0.8676,0.0321,-0.8033
1007,-0.007,-0.8676,0.0193,-0.7776
1008,-0.0181,-0.8676,0.0193,-0.7519
1009,-0.0067,-0.8418,0.0064,-0.7133
1010,-0.0109,-0.8418,-0.0193,-0.6748
1011,-0.0016,-0.8418,-0.0064,-0.6619
1012,-0.005,-0.8418,-0.0321,-0.6619
1013,0.0078,-0.8033,-0.0321,-0.6619
1014,0.0258,-0.829,-0.045,-0.6491
1015,0.0375,-0.8033,-0.045,-0.6234
1016,0.0292,-0.8033,-0.0707,-0.6491
1017,0.0071,-0.7776,-0.0707,-0.6362
1018,0.0107,-0.7647,-0.0835,-0.6105
1019,0.0089,-0.7647,-0.0835,-0.5976
1020,0.0065,-0.7262,-0.0835,-0.5976
1021,0.0105,-0.7005,-0.0835,-0.5976
1022,0.0097,-0.6876,-0.0964,-0.5976
1023,-0.0119,-0.6619,-0.0964,-0.5719
1024,-0.0212,-0.6491,-0.1221,-0.5848
1025,-0.0331,-0.6234,-0.1221,-0.5719
1026,-0.0313,-0.6105,-0.1221,-0.5848
1027,-0.0281,-0.5976,-0.1221,-0.5719
1028,-0.0111,-0.5719,-0.135,-0.5848
1029,-0.0052,-0.5591,-0.1478,-0.5976
1030,0.0005,-0.5334,-0.1478,-0.6234
1031,-0.0324,-0.5077,-0.135,-0.6105
1032,-0.0332,-0.482,-0.135,-0.5976
1033,-0.0494,-0.4563,-0.135,-0.5976
1034,-0.0471,-0.4563,-0.1221,-0.6234
1035,-0.0236,-0.4049,-0.1092,-0.6491
1036,-0.0124,-0.392,-0.1092,-0.6491
1037,-0.0233,-0.3792,-0.0835,-0.6748
1038,-0.0186,-0.3406,-0.0964,-0.6491
1039,-0.0053,-0.3277,-0.0835,-0.6619
1040,0.0083,-0.3149,-0.0835,-0.6876
1041,0.0136,-0.2892,-0.0578,-0.6748
1042,0.0209,-0.2763,-0.045,-0.7005
1043,0.0254,-0.2506,-0.0321,-0.6748
1044,0.0296,-0.2506,-0.0321,-0.7005
1045,0.0379,-0.2506,-0.0193,-0.7005
1046,0.048,-0.2378,-0.0193,-0.6876
1047,0.0363,-0.2249,-0.0064,-0.7005
1048,0.0124,-0.2249,0.0064,-0.7005
1049,-0.0182,-0.2249,0.0064,-0.7005
1050,-0.0623,-0.2121,0.0193,-0.7005
1051,-0.1026,-0.2249,0.0193,-0.7262
1052,-0.1405,-0.2249,0.0321,-0.7133
1053,-0.1588,-0.2121,0.0321,-0.7519
1054,-0.2178,-0.2121,0.045,-0.8033
1055,-0.2331,-0.2121,0.0578,-0.8161
1056,-0.2793,-0.2249,0.0707,-0.829
1057,-0.3183,-0.2249,0.1092,-0.8418
1058,-0.2227,-0.2378,0.1092,-0.8547
1059,-0.0146,-0.2506,0.1221,-0.8676
1060,0.1179,-0.2635,0.135,-0.8676
1061,0.1843,-0.2763,0.1221,-0.8676
1062,0.3232,-0.2763,0.135,-0.8804
1063,0.3473,-0.2892,0.135,-0.8933
1064,0.1761,-0.3277,0.1478,-0.9061
1065,-0.0015,-0.3406,0.1607,-0.919
1066,-0.0332,-0.3663,0.1735,-0.9061
1067,-0.0299,-0.392,0.1735,-0.9318
1068,0.0114,-0.4049,0.1735,-0.9704
1069,0.1145,-0.4434,0.1864,-0.9832
1070,0.2427,-0.4563,0.1864,-1.0089
1071,0.2885,-0.482,0.1864,-0.9961
1072,0.2265,-0.5205,0.1864,-0.9961
1073,0.1683,-0.5462,0.1864,-1.0218
1074,0.131,-0.5976,0.1864,-0.9961
1075,0.0786,-0.6491,0.1992,-0.9832
1076,0.0124,-0.6876,0.2121,-0.9704
1077,-0.0131,-0.7133,0.1864,-0.9575
1078,-0.0368,-0.7647,0.1735,-0.9318
1079,-0.0467,-0.8033,0.1735,-0.8933
1080,-0.0335,-0.8418,0.1607,-0.8676
1081,-0.0235,-0.8804,0.1735,-0.8676
1082,-0.0189,-0.919,0.1607,-0.8161
1083,-0.0274,-0.9575,0.1478,-0.7904
1084,-0.0133,-1.0089,0.135,-0.8033
1085,-0.0279,-1.0346,0.135,-0.7776
1086,-0.0275,-1.0732,0.1221,-0.7262
1087,-0.0246,-1.0989,0.1092,-0.739
1088,-0.0233,-1.0989,0.1221,-0.7262
1089,-0.0209,-1.176,0.0964,-0.7005
1090,-0.0151,-1.2017,0.0835,-0.6876
1091,-0.0086,-1.2274,0.0835,-0.6748
1092,-0.018,-1.2274,0.0707,-0.6748
1093,-0.0207,-1.2531,0.0578,-0.6491
1094,-0.0122,-1.266,0.045,-0.6362
1095,-0.0281,-1.266,0.0578,-0.6491
1096,-0.027,-1.2917,0.0321,-0.6234
1097,-0.0229,-1.2917,0.0193,-0.6234
1098,-0.0191,-1.2917,0.0193,-0.5976
1099,-0.0199,-1.266,0.0064,-0.5976
1100,-0.0119,-1.266,-0.0193,-0.5848
1101,-0.0122,-1.2403,-0.0321,-0.5976
1102,-0.0083,-1.2274,-0.045,-0.5591
1103,0.0074,-1.2017,-0.0578,-0.5719
1104,0.0144,-1.176,-0.0578,-0.5591
1105,0.0075,-1.1632,-0.0707,-0.5462
1106,-0.0027,-1.1375,-0.0707,-0.5334
1107,-0.0057,-1.0989,-0.0835,-0.5462
1108,-0.0045,-1.0732,-0.0835,-0.5591
1109,-0.0082,-1.0218,-0.1092,-0.5462
1110,-0.0136,-0.9961,-0.0964,-0.5462
1111,-0.0107,-0.9575,-0.1092,-0.5334
1112,-0.0126,-0.9061,-0.0964,-0.5077
1113,-0.0193,-0.8547,-0.0964,-0.5077
1114,-0.0157,-0.8418,-0.0835,-0.5334
1115,-0.0207,-0.8033,-0.0964,-0.482
1116,-0.0052,-0.7776,-0.0964,-0.5205
1117,-0.0078,-0.7519,-0.0964,-0.5077
1118,-0.0202,-0.7133,-0.0964,-0.5205
1119,-0.0125,-0.6876,-0.0707,-0.482
1120,-0.0169,-0.6619,-0.0707,-0.4948
1121,-0.0281,-0.6491,-0.045,-0.4691
1122,-0.036,-0.6234,-0.0578,-0.482
1123,-0.0502,-0.5976,-0.0578,-0.482
1124,-0.0654,-0.5719,-0.0578,-0.4691
1125,-0.0782,-0.5719,-0.045,-0.4948
1126,-0.0953,-0.5591,-0.0193,-0.5205
1127,-0.1132,-0.5334,-0.0064,-0.4948
1128,-0.136,-0.5077,-0.0064,-0.5077
